id,state,bill_number,name,most_recent_action,action_date,current_legislative_status,categories,bill_track_link,legislative_sessions,summary,number_of_sponsors,trifecta_status,sponsors_partisan_affiliations
1246,NH,HB1008,Establishing a commission to study the structure and election calendar of New Hampshire municipal government.,Inexpedient to Legislate: Motion Adopted Voice Vote 03/10/2022 House Journal 5,2022-03-11,Dead,"Municipal election procedures,Election dates and administrative deadlines",https://www.billtrack50.com/billdetail/1408073,2022,"<p style="""">This bill establishes a commission to study the structure and election calendar of New Hampshire municipal governments.</p>",1,Republican,Republican
1240,NH,CACR22,Relating to elections. Providing that all elections in New Hampshire shall be by ranked-choice voting.,Inexpedient to Legislate: Motion Adopted Voice Vote 03/10/2022 House Journal 5,2022-03-11,Dead,Ranked-choice voting,https://www.billtrack50.com/billdetail/1408740,2022,"<p>This constitutional amendment requires all elections in the state of New Hampshire to be conducted using ranked-choice voting, leaving the exact procedure for which to be provided for by the legislature.&nbsp;</p><p><br></p>",3,Republican,Bipartisan
1293,NH,SB328,Relative to the date of the state primary election.,"Pending Motion: Ought to Pass with Amendment # 2022-0564s, 02/24/2022; Senate Calendar 8",2022-02-24,Advanced from committee,Election dates and administrative deadlines,https://www.billtrack50.com/billdetail/1408201,2022,<p>This bill changes the date of the state primary election to the first Tuesday in August of every even-numbered year.</p>,5,Republican,Bipartisan
1262,NH,HB1482,Relative to ranked-choice voting.,Inexpedient to Legislate: Motion Adopted DV 205-149 02/16/2022 House Journal 3,2022-02-22,Introduced,Ranked-choice voting,https://www.billtrack50.com/billdetail/1408382,2022,<p>This bill establishes procedures for ranked-choice voting for federal and state offices.</p>,10,Republican,Democratic
1287,NH,HB86,Relative to voter qualifications and registration procedures.,Inexpedient to Legislate: Motion Adopted Voice Vote 01/05/2022 House Journal  1,2022-01-10,Introduced,"Absentee/mail-in ballot administration,In-person voter ID,In-person voter assistance",https://www.billtrack50.com/billdetail/1257772,2022,<p><ul><li>Eliminates election day voter registration and enacts provisions of the National Voter Registration Act.</li><li>Requires that a voter be registered as a member of a party prior to the date of the primary in order to be eligible to vote in that party's primary.</li><li>Requires that students enrolled in New Hampshire institutions of learning who wish to register to vote using their address at such institutions attest to the fact that they have qualified for in-state tuition in order to register to vote.</li></ul><br><br></p>,2,Republican,Republican
1290,NH,SB2,Allowing the preprocessing of absentee ballots for certain 2021 elections and allowing for the postponement of annual town meetings in calendar year 2021 where concerns exist during the COVID-19 health emergency.,Inexpedient to Legislate: Motion Adopted Voice Vote 01/05/2022 House Journal  1,2022-01-10,Dead,"States of emergency,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1257719,2022,"<p>This bill temporarily allows for the preprocessing of absentee ballots at elections held through July 1, 2021.  The bill also allows for the postponement of annual town meetings in calendar year 2021 where concerns exist during the COVID-19 health emergency.&nbsp;&nbsp;</p>",19,Republican,Bipartisan
1288,NH,HB97,Modifying the dates of the state primary and associated filing deadline.,Inexpedient to Legislate: Motion Adopted Voice Vote 01/05/2022 House Journal  1,2022-01-10,Introduced,"Election dates and administrative deadlines,Ballot access deadlines",https://www.billtrack50.com/billdetail/1257645,2022,"<p>This bill modifies the dates of the state primary and associated filing deadline. The primary date is set to the second Tuesday in August of every even-numbered year, while corresponding filing deadlines are changed to May.&nbsp;</p>",1,Republican,Republican
1282,NH,HB535,Relative to the qualified voter affidavit.,Lay on Table (Rep. B. Griffin): Motion Adopted Voice Vote 01/06/2022 House Journal  1,2022-01-09,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1268389,2022,<p>This bill repeals the qualified voter affidavit and sworn statements on registration forms for use in election day voter registration.&nbsp;&nbsp;</p>,1,Republican,Republican
1284,NH,HB554,Relative to temporary absence from domicile for voting purposes.,Lay on Table (Rep. B. Griffin): Motion Adopted Voice Vote 01/06/2022,2022-01-09,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1268464,2022,"<p>This bill clarifies when a voter gains or loses domicile for voting purposes. The bill stipulates that domicile for voting purposes is not lost during temporary absences if the voter manifests intention of returning thereto as his or her domicile, except when the physical location of the domicile is no longer related to the person either by virtue of lease or deed or physical presence.&nbsp;</p>",1,Republican,Republican
1281,NH,HB531,Relative to determining the qualifications of voters and establishing provisional voter registration and provisional ballots.,Lay on Table (Rep. B. Griffin): Motion Adopted Voice Vote 01/06/2022 House Journal  1,2022-01-09,Introduced,"Provisional ballots,Voter registration",https://www.billtrack50.com/billdetail/1268194,2022,"<p>This bill eliminates the qualified voter affidavit, removes references to residency in lieu of domicile, and establishes provisional registration and voting procedures.</p>",2,Republican,Republican
1292,NH,SB31,Relative to voter checklists and modifying the absentee ballot affidavit.,II. Remainder Effective 09/28/2021,2021-08-03,Enacted,"Oversight and accountability,Voter ID for registration,Voter list maintenance",https://www.billtrack50.com/billdetail/1268377,2022,<p>This bill provides a process for verifying voter applicants are not registered elsewhere and creates a new absentee ballot application affidavit form.</p>,3,Republican,Republican
1302,NH,SB89,Adopting omnibus legislation relative to election procedures.,Part IV Effective 07/30/2021,2021-08-03,Enacted,Election workers/volunteers,https://www.billtrack50.com/billdetail/1288314,2022,"<p>This bill replaces the title of&nbsp;chief elections officer with ""clerk.""</p>",1,Republican,Republican
1289,NH,HB98,Relative to the date of the state primary election.,Vetoed by Governor Sununu 07/30/2021,2021-08-02,Vetoed,Election dates and administrative deadlines,https://www.billtrack50.com/billdetail/1257672,2022,<p>This bill changes the date of the state primary election to the first Tuesday in August of every even-numbered year.</p>,3,Republican,Bipartisan
1274,NH,HB476,"Relative to election officers at additional polling place and relative to legalizing, ratifying, and confirming all actions, votes, and proceedings of the annual meeting of the town of Middleton.",Signed by Governor Sununu 07/14/2021; Chapter 111; Eff: I. 1&2 eff 9/12/21 II. Rem eff 7/14/21,2021-07-19,Enacted,"In-person voting and polling places,Election workers/volunteers",https://www.billtrack50.com/billdetail/1262943,2022,<p>This bill requires that assistant moderators and assistant clerks have their domicile in the city or town ward where they will serve at a polling place.&nbsp;</p><p><br></p>,11,Republican,Republican
1279,NH,HB523,Requiring a person who registers to vote without any identification to have his or her photo taken before his or her registration to vote is complete.,Signed by Governor Sununu 07/09/2021; Chapter 111; Eff: 09/07/2021,2021-07-13,Enacted,Voter ID for registration,https://www.billtrack50.com/billdetail/1268344,2022,<p>This bill requires voters who register to vote by using a qualified voter affidavit or sworn statement on the election day registration form instead of other approved identification to have their photograph taken at the time of registration.&nbsp;</p>,10,Republican,Republican
1285,NH,HB555,Relative to prisoners' voting rights.,Signed by Governor Sununu 07/01/2021; Chapter 96; Eff: 08/30/2021,2021-07-06,Enacted,Voting by felons or incarcerated individuals,https://www.billtrack50.com/billdetail/1268204,2022,<p>This bill amends the absentee voter application form and absentee voting affidavits to make clear that certain persons confined to penal institutions may vote by absentee ballot.&nbsp;&nbsp;</p>,5,Republican,Democratic
1298,NH,SB46,Relative to the use of electronic poll books by cities and towns.,Signed by the Governor on 07/01/2021; Chapter 0101; Effective 08/30/2021,2021-07-06,Enacted,Voter list maintenance,https://www.billtrack50.com/billdetail/1270344,2022,"<p class=""cs9224F58F"" style=""margin: 0pt; line-height: 12pt;"">This bill permits cities and towns to use electronic poll books.&nbsp;</p>",5,Republican,Bipartisan
1270,NH,HB291,Relative to the analysis of requests for absentee ballot information by the attorney general.,Conference Committee Report; Not Signed Off; Senate Journal 20,2021-06-23,Passed one chamber,"Election officials,Voter list maintenance",https://www.billtrack50.com/billdetail/1260779,2022,"<p>This bill stipulates that the attorney general analyze requests for absentee ballot information for state general elections and presidential primary elections contained in the statewide centralized voter registration database for evidence of misuse. The analysis is required to include, but is not limited to, the number of absentee ballots mailed to a common address and significant differences in the number of ballots that were requested from a city or town. The results of the analysis and any additional actions identified is to be reported to the house and senate committees with jurisdiction over elections within 120 days of an election.&nbsp;&nbsp;</p>",5,Republican,Republican
1301,NH,SB83,Adopting omnibus legislation relative to elections.,House Refuses to Accede to Senate Request for CofC (Rep. B. Griffin): Motion Adopted Voice Vote 06/10/2021 House Journal  10 P. 16,2021-06-10,Passed one chamber,Counting and canvassing procedures,https://www.billtrack50.com/billdetail/1288687,2022,"<p>This bill changes general election recount fees. The bill eliminates fees for recounts if requested by in an election where the difference between the votes initially reported for the requesting&nbsp;candidate and the candidate declared as elected is less than&nbsp;or equal to&nbsp;one&nbsp;quarter of one&nbsp;percent&nbsp;of the total votes cast in the challenged locations. The bill doubles existing fees where the difference between the vote cast for the applying candidate and a candidate declared elected is greater than one quarter of one percent, increasing in price as the difference in vote margins expands.</p>",1,Republican,Republican
1272,NH,HB409,Relative to filling certain vacancies among members of school boards and other school district offices.,Signed by Governor Sununu 05/17/2021; Chapter 42; Eff: 07/16/2021,2021-05-19,Enacted,Vacancy procedures,https://www.billtrack50.com/billdetail/1261192,2022,<p>This bill provides that any vacancies occurring in school district offices between the beginning of the filing period and the election shall not be filled by official ballot until the following year.&nbsp;&nbsp;</p>,2,Republican,Bipartisan
1271,NH,HB372,Relative to enforcement of the elections laws.,Removed from Consent (Rep. Abramson) 04/07/2021 House Journal  5 P. 2,2021-04-07,Introduced,"Enforcement against officials,Enforcement against non-officials",https://www.billtrack50.com/billdetail/1260950,2022,"<p>This bill permits county and municipal attorneys to enforce election laws. The bill provides that upon receipt of a signed written complaint, or upon his or her own motion, a municipal prosecutor is empowered to conduct investigations to determine whether any violation of the election laws has occurred and may prosecute anyone responsible for such a violation. The bill allows the municipal prosecutor to enlist the aid of the state police, and other public officers, may hold hearings, require the attendance of individuals by the use of subpoena, require the production of books, documents, records, and other tangible goods.</p><p>&nbsp;&nbsp;</p>",3,Republican,Republican
1273,NH,HB429,Relative to college or university student voting.,Removed from Consent (Rep. Piemonte) 04/07/2021 House Journal  5 P. 2,2021-04-07,Introduced,In-person voter ID,https://www.billtrack50.com/billdetail/1262869,2022,<p>This bill removes from the list of acceptable ID forms for voting purposes student IDs issued by New Hampshire public or private colleges.&nbsp;</p>,5,Republican,Republican
1283,NH,HB538,"Relative to domicile residency, voter registration, and investigation of voter verification letters, and relative to the terms ""resident,"" ""inhabitant,"" ""residence,"" and ""residency.""",Committee Report: Inexpedient to Legislate (Vote 11-9; Regular Calendar) House Calendar 18 P. 72,2021-03-30,Introduced,Voter registration,https://www.billtrack50.com/billdetail/1268131,2022,<p><ul><li>Defines domicile and residency for voting and voter registration purposes.</li><li>Dictates that a person's claim of domicile for voting purposes is not conclusive of the person's residence for any other legal purpose.</li><li>Allows for voter registration at a polling place on the day of a general election.</li><li>Specifies the required documents to prove domicile upon registration and provides the process for and use of domicile affidavits for voters to affirm their domicile under threat of perjury.</li></ul><br></p>,7,Republican,Democratic
1276,NH,HB491,Relative to over voted ballots.,Minority Committee Report: Ought to Pass,2021-03-29,Introduced,Counting and canvassing procedures,https://www.billtrack50.com/billdetail/1264558,2022,"<p>This bill mandates that a ballot which includes a federal office and contains more than the allowable number of votes for an office on the ballot, known as an ""over voted ballot,"" be returned to the election day voter for possible correction before the ballot is counted. The bill establishes that the secretary of state create protocols for local election officials to ensure that voters have the opportunity to change the ballot or correct any error before the ballot is counted, including the opportunity to correct the error through the issuance of a replacement ballot. Ballots of absentee voters and those who choose not to correct or replace the ballot are to be counted by hand.</p>",2,Republican,Democratic
1278,NH,HB516,Allowing voters to vote by absentee ballot.,Minority Committee Report: Ought to Pass,2021-03-25,Introduced,Absentee/mail-in voting eligibility,https://www.billtrack50.com/billdetail/1268300,2022,"<p>This bill removes requirements for seeking and receiving an absentee ballot, opening up eligibility to all registered voters without cause.</p>",8,Republican,Democratic
1286,NH,HB61,Relative to absentee voting and allowing for partial processing of absentee ballots prior to election day.,Minority Committee Report: Ought to Pass,2021-03-25,Introduced,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot request processes,Absentee/mail-in ballot return processes,Absentee/mail-in ballot administration,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1257674,2022,<p>This bill extends eligibility for voting by absentee ballot to any registered voter and allows for early partial processing of returned ballots.</p>,10,Republican,Bipartisan
1299,NH,SB47,"Modifying the absentee voter registration process, absentee ballot application, and absentee ballot voting process.","Inexpedient to Legislate, Regular Calendar 14Y-10N, Motion Adopted === BILL KILLED ===; 03/18/2021; Senate Journal 8",2021-03-18,Dead,"Absentee/mail-in voting eligibility,Absentee/mail-in ballot request processes,Absentee/mail-in ballot return processes,Absentee/mail-in ballot administration,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1270328,2022,"<p>This bill adds gender inclusive language to absentee ballot application laws, allows absentee voting without cause, and provides the process for handling, challenging, and counting returned ballots.</p>",12,Republican,Democratic
1277,NH,HB505,Allowing voters to vote for multiple candidates for an office.,Inexpedient to Legislate: Motion Adopted Voice Vote 02/24/2021 House Journal  3 P. 6,2021-02-24,Introduced,Ballot design,https://www.billtrack50.com/billdetail/1264455,2022,<p>This bill eliminates statutory restrictions on the ability of voters to vote for multiple candidates for the same office.&nbsp;&nbsp;</p>,2,Republican,Republican
1244,NH,CACR4,Redistricting.  Providing that an independent redistricting commission shall be established to draw boundaries for state and federal offices.,Minority Committee Report: Ought to Pass,2021-02-18,Introduced,"Ballot measures (initiative and referendum),Redistricting",https://www.billtrack50.com/billdetail/1257775,2022,"<p>This constitutional amendment establishes an independent redistricting commission to draw the boundaries for state, county, and federal elections.</p>",2,Republican,Democratic
5027,NJ,A5175,Changes certain General Election deadlines.,"Assembly Appropriations Hearing (11:30:00 11:30:00 Committee Room 11, 4th Floor, State House Annex, Trenton, NJ)",2023-02-23,Introduced,,https://www.billtrack50.com/billdetail/1561152,2023,,2,Democratic,Democratic
3710,NJ,A4746,Requires availability of accessible mail-in ballot for voters with disabilities.,"Assembly Appropriations Hearing (11:30:00 11:30:00 Committee Room 11, 4th Floor, State House Annex, Trenton, NJ)",2023-02-23,Introduced,,https://www.billtrack50.com/billdetail/1494897,"2022, 2023","<p>This bill would require county clerks to send electronic ballots to voters with disability requesting accessible mail-in ballots after verifying their registration. The bill would provide for the scope of accessibility requirements, including ballot layout, instructions, and delivery options. Received accessible ballots will be printed and sent by the voter or be returned electronically.<br></p>",6,Democratic,Democratic
4944,NJ,S3593,Changes certain General Election deadlines.,"Introduced in the Senate, Referred to Senate State Government, Wagering, Tourism & Historic Preservation Committee",2023-02-13,Introduced,,https://www.billtrack50.com/billdetail/1566473,2023,,1,Democratic,Democratic
4020,NJ,S2022,Requires mail-in ballot applications be available at polling places on election day for voting in future elections.,"Senate State Government, Wagering, Tourism & Historic Preservation Hearing (10:00:00 10:00:00 Committee Room 6, 1st Floor, State House Annex, Trenton, NJ)",2023-02-02,Introduced,,https://www.billtrack50.com/billdetail/1463658,"2022, 2023",<ul><li><p>Directs the County Clerk to make available copies of mail in ballot applications for future elections at all polling places on Election Day. <br></p></li></ul>,1,Democratic,Democratic
4695,NJ,S3519,"Changes various primary election, vacancy, municipal referendum, and mail-in ballot mailing deadlines.","Reported from Senate Committee, 2nd Reading",2023-02-02,Advanced from committee,,https://www.billtrack50.com/billdetail/1547729,2023,,1,Democratic,Democratic
3744,NJ,A138,"Requires voter registration forms be made available when applying for hunting, fishing, or trapping license.","Introduced, Referred to Assembly Agriculture and Food Security Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421892/,2023,"<p>This bill would require agencies offering hunting, fishing, or trapping licenses to also provide voter registration forms to be available to those applying for said licenses.<br></p>",2,Democratic,Republican
3737,NJ,A1903,Provides that public school used as polling place shall not be open for classes on day of election.,"Introduced, Referred to Assembly Education Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1422221/,2023,"<p>This bill would require that a school district should not hold classes on the day of an election if a public school in the district is being utilized as a polling location. It can, however, be used for in-service training or development for staff and teachers.<br></p>",3,Democratic,Bipartisan
3736,NJ,A1966,Reduces standard voter registration deadline to eight days before election; allows voter registration at polling place on election day and at offices where mail-in ballots are issued within 45 days before election.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1422069/,2023,"<p>This bill would allow people to register to vote on the day of election at the polling location they would otherwise be assigned or offices where mail-in ballots are issued starting up to 45 days before the election and ending at 3:00 PM day of. To do so, they must provide identification, complete the voter registration form, and submit an affidavit that they are not already a registered voter, have lived in the county for at least 30 days, and has not voted previously nor has plans to vote again in that election. The bill also change the standard registration timeline from 21 days before the election to 8.<br></p>",19,Democratic,Democratic
3742,NJ,A1527,"Establishes pilot project to permit voters in military service on active duty overseas, and their eligible family members, to vote in certain elections using the Internet; makes appropriation.","Introduced, Referred to Assembly Military and Veterans' Affairs Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421081/,2023,<p>This bill would require the Secretary of State to create a pilot project that would allow New Jersey voters serving oversees (or their spouses and dependents) to vote using the internet. The project will be for the primary and general election after the bill takes effect. No later than 120 days after the election the office will provide a report to the Governor and Legislature on the project.<br></p>,6,Democratic,Democratic
3741,NJ,A1566,Requires availability of free parking at polling places on election day.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421329/,2023,<p>This bill would require polling places to have free parking.<br></p>,2,Democratic,Democratic
3893,NJ,A1625,Requires registered voters to present photo ID when voting at polling place.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1423133/,2023,,2,Democratic,Republican
3743,NJ,A1423,Requires registered voters present identification when voting.,"Introduced, Referred to Assembly Oversight, Reform and Federal Relations Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1420466/,2023,"<p>This bill would require photo identification be presented when voting. The identification must have the name, photograph, and signature of the voter.<br></p>",3,Democratic,Republican
3747,NJ,A1043,Prohibits mail-in ballot outer envelope from containing political affiliation or designation visible to public.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1422171/,2023,<p>This bill would prohibit the outer and inner envelopes of mail-in ballots from any political affiliation that would be visible on the exterior.<br></p>,1,Democratic,Republican
3746,NJ,A1139,Removes 48-hour provision for acceptance of ballots postmarked by election day; increases penalties for violation of ballot messenger and bearer limits and candidate prohibition.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421142/,2023,<p>This bill removes the 48-hour provision for mail-in ballots that are postmarked on the day of the election and received within 48 hours. It also makes violating the rules of authorized messenger for ballots a second degree crime.<br></p>,4,Democratic,Republican
3745,NJ,A1219,Decreases from 55 days to 21 days minimum time required to change political party affiliation prior to primary.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421631/,2023,<p>This bill would allow a voter to change their registration and vote in the new party’s primary election as long as they do so as least on or before 22 days prior to the election.<br></p>,2,Democratic,Bipartisan
3740,NJ,A1663,Requires commissioner of registration to move voters with undeliverable mail-in ballots to inactive file; removes such inactive voters from Statewide voter registration system following failure to vote in two consecutive federal general elections.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1421828/,2023,"<p>This bill would require the commissioner of registration to place undeliverable mail-in ballot voter recipients into the inactive file. If a voter in that file does not vote in 2 consecutive general elections, they are to be removed from the voter roll by the commissioner.<br></p>",4,Democratic,Republican
3739,NJ,A1664,Requires AG to create voting fraud task force.,"Introduced, Referred to Assembly State and Local Government Committee",2023-01-11,Introduced,,https://www.billtrack50.com/billdetail/1422508/,2023,<p>This bill would require the Attorney General to start a voting fraud task force that would “investigate and prosecute crimes involving voting fraud.”&nbsp;<br></p>,4,Democratic,Republican
3712,NJ,A4948,Requires mail-in ballot applications to include prepaid postage.,"Introduced, Referred to Assembly State and Local Government Committee",2022-12-08,Introduced,,https://www.billtrack50.com/billdetail/1500233,"2022, 2023",<p>This bill would require the outer part of mail-in ballots to include prepaid postage. The postage will be paid for by the State.<br></p>,4,Democratic,Democratic
3353,NJ,A4897,Prohibits information from Statewide voter registration system from being published on Internet.,"Introduced, Referred to Assembly State and Local Government Committee",2022-12-05,Introduced,,https://www.billtrack50.com/billdetail/1498189/28020,"2022, 2023",<p>This bill would prohibit voter registration information “from being published on the internet.”<br></p>,5,Democratic,Democratic
3352,NJ,S3369,Allows ranked-choice voting options for municipal and school board elections under certain circumstances.,"Introduced in the Senate, Referred to Senate State Government, Wagering, Tourism & Historic Preservation Committee",2022-12-05,Introduced,"Ranked-choice voting,Municipal election procedures",https://www.billtrack50.com/billdetail/1498908/28020,"2022, 2023","<p>This bill would allow municipal and school board elections to hold a referendum on ranked-choice voting. If approved, they can hold ranked choice voting. Voters in a municipality can also petition to have a vote on ranked choice voting. If successful, the municipal and/or school board elections will be held via ranked-choice voting.<br></p>",2,Democratic,Democratic
3356,NJ,S3315,Prohibits information from Statewide voter registration system from being published on Internet.,"Introduced in the Senate, Referred to Senate State Government, Wagering, Tourism & Historic Preservation Committee",2022-11-07,Introduced,,https://www.billtrack50.com/billdetail/1496151/28020,"2022, 2023",<p>This bill would prohibit voter registration information “from being published on the internet.”<br></p>,1,Democratic,Democratic
3711,NJ,A4809,Requires at least one drive-up ballot drop box in each county; requires certain information to be posted at ballot drop boxes and locations.,"Introduced, Referred to Assembly State and Local Government Committee",2022-10-20,Introduced,,https://www.billtrack50.com/billdetail/1495610,"2022, 2023","<p>This bill would require that each county have at least 1 drive up ballot drop box. Ballot boxes will be clearly marked with “Official Ballot Drop Box” on them and have additional language regarding the crime and punishment for tampering with drop box, voter hotline number, notice of purpose, notice of no postage required, and statement that mail-in ballots will not be accepted after 8:00 PM on election day unless there is a line to drop off or court ordered extension.<br></p>",3,Democratic,Democratic
3357,NJ,S3193,"Requires availability of electronic signature and submission process for all candidate, recall, initiative, and referendum petitions.","Introduced in the Senate, Referred to Senate State Government, Wagering, Tourism & Historic Preservation Committee",2022-10-13,Introduced,,https://www.billtrack50.com/billdetail/1495033/28020,"2022, 2023","<p>This bill would require that the Secretary of State, county clerks, and municipal clerks create a system to accept and allow electronic signatures for candidate, recall, initiative, and referendum petitions.&nbsp;<br></p>",1,Democratic,Democratic
3709,NJ,A4638,Requires voter who wishes to vote by mail to complete application for mail-in ballot each calendar year; repeals automatic vote-by-mail designation and required education program for certain vote-by-mail changes.,"Introduced, Referred to Assembly State and Local Government Committee",2022-09-22,Introduced,,https://www.billtrack50.com/billdetail/1493448,"2022, 2023","<p>This bill would require voters seeking to vote by mail to request mail-in ballots every calendar year, for which they will be receive mail-in ballots for elections only taking place that year. It would repeal automatic vote by mail for future elections.<br></p>",4,Democratic,Republican
3708,NJ,A4554,"Establishes ""John R. Lewis Voting Rights Act of New Jersey.""","Introduced, Referred to Assembly State and Local Government Committee",2022-09-22,Introduced,,https://www.billtrack50.com/billdetail/1493400,"2022, 2023","<p>This bill would require laws, rules, and regulations about elections to protect rights of voters, not impair eligible voters, and ensure equitable access to voting. This bill defines rights to votes, infringements on voting, and provides a process for handling violations of this act.<br></p>",4,Democratic,Democratic
3707,NJ,A4452,Removes prohibition on police presence at ballot drop boxes and polling places.,"Introduced, Referred to Assembly State and Local Government Committee",2022-09-15,Introduced,,https://www.billtrack50.com/billdetail/1490259,"2022, 2023",<p>This bill would allow police officers to be called on by members of election board and removes restrictions for police officer presence around polling locations. Police officers can be assigned by the board.<br></p>,8,Democratic,Republican
2878,NJ,A3823,Provides additional processes to maintain voter rolls; permits remote training for election workers; removes salaries of boards of elections from two percent cap on expenditure increase; exempts election worker compensation from taxation.,"Approved P.L.2022, c.71.",2022-07-28,Enacted,"Oversight and accountability,Election workers/volunteers,Voter list maintenance",https://www.billtrack50.com/billdetail/1475246/30830,2022,"<p>This bill revises voter roll and election worker training processes, exempts election worker compensation from taxation, and removes boards of elections staff salaries from the two percent cap on the increase in expenditures. This bill requires that for the two months immediately preceding a primary or general election, the officer in charge of records of death must file bi-weekly reports to the commissioner of registration. The commissioner of registration then has ten days to investigate the list and remove any deceased voter from the voter rolls. This bill also requires the Secretary of State to enter into an agreement with the Electronic Registration Information Center (ERIC). ERIC is a non-profit organization that assists states to improve the accuracy of each state's voter rolls and increase access to voter registration for all eligible citizens. ERIC is governed and managed by the states who choose to join. ERIC currently includes 31 member states and the District of Columbia. This bill would see the State share voter registration information, and information in the New Jersey Motor Vehicle Commission database, with ERIC for the purposes of determining whether a voter is registered in more than one state and for the maintenance of the Statewide voter registration system.&nbsp;</p><p>This bill also clarifies that instructional sessions for election workers be conducted in person, but allows a county board of elections to conduct instructional sessions to district board members remotely. The county boards of elections would be required to implement the procedures for conducting a remote session, which would need to be approved by the Secretary of State. The procedures would need to be reviewed and approved once every two years. This bill also updates the definition of ""election expenses"" that are exempt from the two percent cap on increase in expenditures. The update removes the exemption of staff salaries for a county board of elections from the definition of ""election expenses,"" allowing staff salaries to exceed the two percent cap. This bill also exempts election worker compensation from gross income taxation.</p>",11,Democratic,Bipartisan
2877,NJ,A3822,Changes deadlines for mailing of mail-in ballots; requires certain reporting on canvass of ballots; permits establishment of pickup schedule for certain mail-in ballots; removes ability to change party affiliation at MVC.,"Approved P.L.2022, c.70.",2022-07-28,Enacted,"Absentee/mail-in ballot deadlines,Absentee/mail-in ballot return processes,Absentee/mail-in ballot administration,Counting and canvassing procedures",https://www.billtrack50.com/billdetail/1475197/30830,2022,"<p>This bill changes the deadlines for the mailing out of absentee ballots to voters from the 45th to the 38th day before an election, requires the number of ballots that have been received and the number of ballots that have been counted to be posted on the websites of the county boards of elections and Division of Elections, permits a count board of elections to establish a pickup schedule for mail-in ballots that are deposited in ballot drop boxes, and removes the ability to change party affiliation as an option at the Motor Vehicle Commission (MVC). Under the bill, the deadline for the preparation of the official primary and general elections ballot for printing is changed from the 50th to the 45th day before an election. The bill also changes the commencement of the mailing of mail-in ballot for primary and general elections from the 45th to the 38th before an election. The bill also requires that at the close of the polls on election day and in real time thereafter, each county board of elections, in consultation with the county clerk of that county, must list on its Internet site in an easily accessible location the number of ballots that have been received, have been counted, and are remaining to be counted.&nbsp;</p><p>This bill requires that each county board of elections provide the ballot tabulations by the following categories: the number of early in-person ballots that have been received, have been counted, and are remaining to be counted; the number of vote-by-mail ballots that have been received, have been counted, and are remaining to be counted; the number of provisional ballots that have been received, have counted, and are remaining to be counted; and the number of election day ballots that have been received, have been counted, and are remaining to be counted. Under the bill, the county board of elections must provide real time reporting of the ballot tabulations by the listed categories until all eligible ballots are counted. The bill provides that each county board of elections must send the same list to the Secretary of State each day after the election by 8:00 P.M. until all eligible ballots are counted. Upon receipt of the number of ballots that have been received, have been counted, and are remaining to be counted by each category from each county board of elections, the Secretary of State is required to provide in an easily accessible location on the Internet site of the Division of Elections the total number of ballots for the State and for each county that have been received, have been counted, and are remaining to be counted by the same categories. Under the bill, the Secretary of State must provide the ballot tabulations each day after the election by 9:00 P.M until all eligible ballots are counted. The bill also provides that each county board of elections and the Division of Elections must note on their respective Internet site that the number of ballots that have been received, have been counted, and are remaining to be counted are unofficial ballot tabulations and are subject to change as each county board of elections receive and process ballots that have been cast in the election. The bill provides that a county board of elections may establish a pickup schedule to retrieve mail-in ballots deposited in ballot drop boxes. The bill also removes the ability to change party affiliation as an option at the MVC. The bill provides that if an applicant at the MVC chooses to update an existing voter registration, the applicant would not be offered the opportunity to change the applicant's party affiliation.
</p><p><br></p>",11,Democratic,Bipartisan
3064,NJ,A3819,Specifies circumstances when voter will be removed from permanent vote by mail status and when ballot will be sent to primary address; requires educational campaign; makes appropriation of $5 million.,"Approved P.L.2022, c.68.",2022-07-28,Enacted,"Absentee/mail-in ballot administration,Permanent lists",https://www.billtrack50.com/billdetail/1475257/28020,2022,"<p>Provides for the removal of a voter's name from the permanent vote-by-mail list if the voter does not vote by mail for four consecutive elections, starting with the 2020 election cycle.<br></p>",7,Democratic,Bipartisan
