"UUID","YEAR","STATE","BILLNUM","BILLSTATUS","AUTHORNAME","AUTHORPARTY","PREFILEDATE","INTRODUCEDDATE","LASTACTIONDATE","NCOAUTHORS","NDEMCOAUTHORS","NREPCOAUTHORS","AUDITS","AVAPPL","AVBDIS","AVBRET","AVELIG","AVEVIP","AVMIOV","AVMISC","AVMOVE","AVNOEX","AVPERM","BACAND","BALDES","BAPART","CANQUL","CANRTR","CANWDW","CANWRI","CNTEST","CRIMES","CYBSEC","DATART","DUALFU","ECONPV","EDHOLI","ELCOST","ELDATE","ELECOL","ELEING","EMEDIS","EOCAMP","EOGENR","EOLOCA","EOSTWD","EXPOLL","FILING","INVOTE","MAILVO","MISCEL","POLPAR","POLWAT","PPACES","PPGENR","PPLOCA","PPPROC","PPVCEN","PPVHRS","PREDEF","PRIDAT","PRIMIS","PRIPUS","PRIRNF","PRITYP","PROVOT","PTDRES","PWCOMP","PWMISC","PWQUAL","PWTRAI","PWYOTH","RECOUN","REGAPP","REGATO","REGCVL","REGDRI","REGDTE","REGEDY","REGELE","REGGEN","REGIDR","REGLST","REGMSC","REGONL","REGPRE","REGSDL","REPRES","RUNOFF","SPELEC","STVOTE","TECHSS","TFSCIC","VACNCY","VCOUNT","VEDINF","VOTAFW","VOTAGE","VOTAST","VOTEME","VOTFVR","VOTMQU","VOTRID","VSSCST","VTRCHA","COAUTHORS","HISTORY","BILLTEXTURL"
"ND2025SCR4013",2025,"ND","SCR4013","Enacted","Sickler","R",NA,2025-01-30,2025-03-18,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Klein J (R)"",""Erbele (R)"",""Meyer (R)"",""Bahl (R)""]","[""01/30/2025 - INTRODUCED."",""01/30/2025 - To SENATE Committee on STATE AND LOCAL GOVERNMENT."",""02/24/2025 - From SENATE Committee on STATE AND LOCAL GOVERNMENT: Do pass."",""02/24/2025 - Passed SENATE. *****To HOUSE."",""03/07/2025 - To HOUSE Committee on FINANCE AND TAXATION."",""03/17/2025 - From HOUSE Committee on FINANCE AND TAXATION: Do pass."",""03/18/2025 - Passed HOUSE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2025000SCR4013&ciq=urn:user:PA195824351&client_md=84e18e1317c40caa911752dc0572c306&mode=current_text"
"ND2025SCR4014",2025,"ND","SCR4014","Failed","Walen","R",NA,2025-01-30,2025-02-25,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""Fegley (R)"",""Henderson (R)""]","[""01/30/2025 - INTRODUCED."",""01/30/2025 - To SENATE Committee on STATE AND LOCAL GOVERNMENT."",""02/21/2025 - From SENATE Committee on STATE AND LOCAL GOVERNMENT: Do pass."",""02/25/2025 - Failed to pass SENATE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2025000SCR4014&ciq=urn:user:PA195824351&client_md=8a20b1b23a127a1980fa4f20984078ca&mode=current_text"
"ND2025SCR4016",2025,"ND","SCR4016","Failed","Walen","R",NA,2025-01-30,2025-02-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""Rios (R)""","[""01/30/2025 - INTRODUCED."",""01/30/2025 - To SENATE Committee on STATE AND LOCAL GOVERNMENT."",""02/24/2025 - From SENATE Committee on STATE AND LOCAL GOVERNMENT: Do pass."",""02/25/2025 - Failed to pass SENATE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2025000SCR4016&ciq=urn:user:PA195824351&client_md=5d3585594d97ec6117f5bad6e8b4e039&mode=current_text"
"OH2025S4",2025,"OH","S4","Pending","Gavarone","R",NA,2025-01-22,2025-06-23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Cirino (R)"",""Reynolds (R)"",""Timken (R)""]","[""01/22/2025 - INTRODUCED."",""01/22/2025 - To SENATE Committee on RULES AND REFERENCE."",""01/29/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""01/29/2025 - In SENATE. To second reading. Read a second time."",""01/29/2025 - To SENATE Committee on GENERAL GOVERNMENT."",""06/18/2025 - From SENATE Committee on GENERAL GOVERNMENT: Recommended as amended."",""06/18/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""06/23/2025 - To HOUSE Committee on RULES AND REFERENCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000S4&ciq=urn:user:PA195824351&client_md=fec35fb48bad4c39be0d358201b429b8&mode=current_text"
"OH2025H16",2025,"OH","H16","Pending","Lorenz","R",NA,2025-01-23,2025-01-28,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Hall (R)"",""Johnson M (R)"",""Blasdel (R)"",""Brennan (D)"",""Gross J (R)"",""Williams (R)"",""Fischer (R)"",""Teska (R)""]","[""01/23/2025 - INTRODUCED."",""01/23/2025 - To HOUSE Committee on RULES AND REFERENCE."",""01/28/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""01/28/2025 - In HOUSE. To second reading. Read a second time."",""01/28/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H16&ciq=urn:user:PA195824351&client_md=3e9f92759c0f80182e5841211173e166&mode=current_text"
"OH2025S37",2025,"OH","S37","Pending","DeMora","D",NA,2025-01-28,2025-01-29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Craig (D)"",""Smith (D)""]","[""01/28/2025 - INTRODUCED."",""01/28/2025 - To SENATE Committee on RULES AND REFERENCE."",""01/29/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""01/29/2025 - In SENATE. To second reading. Read a second time."",""01/29/2025 - To SENATE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000S37&ciq=urn:user:PA195824351&client_md=30daf7965333525a92aa6da37e585e87&mode=current_text"
"OH2025H54",2025,"OH","H54","Enacted","Stewart","R",NA,2025-02-04,2025-03-31,84,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[""Callender (R)"",""Hoops (R)"",""Schmidt (R)"",""Schaffer (R)"",""Antonio (D)"",""Brenner (R)"",""Dovilla (R)"",""Johnson T (R)"",""Landis (R)"",""Roegner (R)"",""Manning G (R)"",""Romanchuk (R)"",""Craig (D)"",""Huffman S (R)"",""Manning N (R)"",""Reineke (R)"",""Thomas (D)"",""Gavarone (R)"",""Lang (R)"",""McClain (R)"",""Brent (D)"",""Denson (D)"",""Miller J (D)"",""Plummer (R)"",""Robinson (D)"",""Roemer (R)"",""Upchurch (D)"",""Weinstein (D)"",""Holmes A (R)"",""Ghanbari (R)"",""Stephens (R)"",""Abrams (R)"",""Cutrona (R)"",""Bird (R)"",""Blackshear (D)"",""Click (R)"",""Creech (R)"",""Fowler (R)"",""Hall (R)"",""John (R)"",""Johnson M (R)"",""Lampton (R)"",""Ray (R)"",""Troy (D)"",""White (R)"",""Young (R)"",""Cirino (R)"",""Miller K (R)"",""Abdullahi (D)"",""Baker (D)"",""Barhorst (R)"",""Blasdel (R)"",""Brennan (D)"",""Brewer (D)"",""Claggett (R)"",""Demetriou (R)"",""Grim (D)"",""Humphrey L (D)"",""Jarrells D (D)"",""King (R)"",""Klopfenstein (R)"",""Lear (R)"",""Mathews (R)"",""McNally (D)"",""Miller M (R)"",""Mohamed (D)"",""Peterson B (R)"",""Rogers (D)"",""Santucci (R)"",""Somani (D)"",""Williams (R)"",""Willis (R)"",""DeMora (D)"",""Ingram (D)"",""Reynolds (R)"",""Wilkin (R)"",""Lorenz (R)"",""Pizzulli (R)"",""Daniels J (R)"",""Piccolantonio (D)"",""Sims (D)"",""Fischer (R)"",""Cockley (D)"",""Deet""]","[""02/04/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES AND REFERENCE."",""02/05/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""02/05/2025 - In HOUSE. To second reading. Read a second time."",""02/05/2025 - To HOUSE Committee on FINANCE."",""02/25/2025 - From HOUSE Committee on FINANCE: Recommended as substituted."",""02/26/2025 - In HOUSE. Read third time. Passed HOUSE. *****To SENATE."",""03/04/2025 - To SENATE Committee on RULES AND REFERENCE."",""03/05/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""03/05/2025 - In SENATE. To second reading. Read a second time."",""03/05/2025 - To SENATE Committee on TRANSPORTATION."",""03/19/2025 - From SENATE Committee on TRANSPORTATION: Recommended as substituted."",""03/19/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE for concurrence."",""03/19/2025 - HOUSE concurred in SENATE amendments."",""03/21/2025 - Enrolled."",""03/25/2025 - *****To GOVERNOR."",""03/31/2025 - Signed by GOVERNOR."",""03/31/2025 - Session Law No. 3""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H54&ciq=urn:user:PA195824351&client_md=e6349aa63085af516ecc32b91bef8185&mode=current_text"
"OH2025S63",2025,"OH","S63","Pending","Gavarone","R",NA,2025-01-28,2025-05-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""DeMora (D)""","[""01/28/2025 - INTRODUCED."",""01/28/2025 - To SENATE Committee on RULES AND REFERENCE."",""01/29/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""01/29/2025 - In SENATE. To second reading. Read a second time."",""01/29/2025 - To SENATE Committee on GENERAL GOVERNMENT."",""04/29/2025 - From SENATE Committee on GENERAL GOVERNMENT: Recommended passage."",""05/14/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""05/20/2025 - To HOUSE Committee on RULES AND REFERENCE."",""05/21/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""05/21/2025 - In HOUSE. To second reading. Read a second time."",""05/21/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000S63&ciq=urn:user:PA195824351&client_md=2b48ab37ec4750cc0f5421e4b50fbc01&mode=current_text"
"OH2025H78",2025,"OH","H78","Pending","Miller J","D",NA,2025-02-10,2025-02-12,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[""Denson (D)"",""Click (R)"",""Hall (R)"",""Brennan (D)"",""Grim (D)"",""Williams (R)"",""Rader (D)""]","[""02/10/2025 - INTRODUCED."",""02/10/2025 - To HOUSE Committee on RULES AND REFERENCE."",""02/12/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""02/12/2025 - In HOUSE. To second reading. Read a second time."",""02/12/2025 - To HOUSE Committee on TECHNOLOGY AND INNOVATION.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H78&ciq=urn:user:PA195824351&client_md=b1ccec941841148c37feebab191b8f35&mode=current_text"
"OH2025S82",2025,"OH","S82","Pending","DeMora","D",NA,2025-02-04,2025-02-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Gavarone (R)""","[""02/04/2025 - INTRODUCED."",""02/04/2025 - To SENATE Committee on RULES AND REFERENCE."",""02/12/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""02/12/2025 - In SENATE. To second reading. Read a second time."",""02/12/2025 - To SENATE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000S82&ciq=urn:user:PA195824351&client_md=ce7c84e405757f2d75983e44301be22d&mode=current_text"
"OH2025H96",2025,"OH","H96","Enacted","Stewart","R",NA,2025-02-11,2025-07-01,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Young (R)"",""Thomas D (R)"",""Daniels J (R)"",""Willis (R)"",""Williams (R)"",""Santucci (R)"",""Miller M (R)"",""Demetriou (R)"",""Miller K (R)"",""Dovilla (R)"",""John (R)"",""Hall (R)"",""Creech (R)"",""Click (R)"",""Bird (R)"",""Ghanbari (R)"",""Plummer (R)"",""McClain (R)""]","[""02/11/2025 - INTRODUCED."",""02/11/2025 - To HOUSE Committee on RULES AND REFERENCE."",""02/12/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""02/12/2025 - In HOUSE. To second reading. Read a second time."",""02/12/2025 - To HOUSE Committee on FINANCE."",""04/08/2025 - From HOUSE Committee on FINANCE: Recommended as substituted."",""04/09/2025 - In HOUSE. Read third time. Passed HOUSE. *****To SENATE."",""04/17/2025 - To SENATE Committee on RULES AND REFERENCE."",""04/30/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""04/30/2025 - In SENATE. To second reading. Read a second time."",""04/30/2025 - To SENATE Committee on FINANCE."",""06/10/2025 - From SENATE Committee on FINANCE: Recommended as substituted."",""06/11/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE for concurrence."",""06/11/2025 - HOUSE refused to concur in SENATE amendments."",""06/12/2025 - SENATE insists upon amendments. Asks for Conference Committee."",""06/12/2025 - *****To CONFERENCE Committee."",""06/25/2025 - CONFERENCE Committee Report adopted by SENATE."",""06/25/2025 - CONFERENCE Committee Report adopted by HOUSE."",""06/27/2025 - Enrolled."",""06/27/2025 - *****To GOVERNOR."",""07/01/2025 - Line Item Vetoed by GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H96&ciq=urn:user:PA195824351&client_md=2ec6ee59820c0a8c053408cf4a8d805e&mode=current_text"
"OH2025S153",2025,"OH","S153","Pending","Gavarone","R",NA,2025-03-19,2025-03-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"[""03/19/2025 - INTRODUCED."",""03/19/2025 - To SENATE Committee on RULES AND REFERENCE."",""03/26/2025 - From SENATE Committee on RULES AND REFERENCE: Recommended referral."",""03/26/2025 - In SENATE. To second reading. Read a second time."",""03/26/2025 - To SENATE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000S153&ciq=urn:user:PA195824351&client_md=f802df4e81de877d95281ec55d71f2fe&mode=current_text"
"OH2025H180",2025,"OH","H180","Pending","Klopfenstein","R",NA,2025-03-18,2025-03-26,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Rogers (D)"",""Williams (R)"",""Daniels J (R)"",""Cockley (D)"",""Glassburn (D)"",""Hiner (R)"",""Newman (R)"",""Thomas D (R)""]","[""03/18/2025 - INTRODUCED."",""03/18/2025 - To HOUSE Committee on RULES AND REFERENCE."",""03/26/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""03/26/2025 - In HOUSE. To second reading. Read a second time."",""03/26/2025 - To HOUSE Committee on COMMERCE AND LABOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H180&ciq=urn:user:PA195824351&client_md=af3dfc6dab52910e8c895aaa90b0881f&mode=current_text"
"OH2025H196",2025,"OH","H196","Pending","Creech","R",NA,2025-03-24,2025-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""03/24/2025 - INTRODUCED."",""03/24/2025 - To HOUSE Committee on RULES AND REFERENCE."",""03/26/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""03/26/2025 - In HOUSE. To second reading. Read a second time."",""03/26/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H196&ciq=urn:user:PA195824351&client_md=0b67797e843187c206463f208a1cb73b&mode=current_text"
"OH2025H197",2025,"OH","H197","Pending","Troy","D",NA,2025-03-24,2025-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""03/24/2025 - INTRODUCED."",""03/24/2025 - To HOUSE Committee on RULES AND REFERENCE."",""03/26/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""03/26/2025 - In HOUSE. To second reading. Read a second time."",""03/26/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H197&ciq=urn:user:PA195824351&client_md=b3e7cd3cd54dc56c70a2ee22159f07be&mode=current_text"
"OH2025H233",2025,"OH","H233","Pending","LaRe","R",NA,2025-04-15,2025-04-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"[""04/15/2025 - INTRODUCED."",""04/15/2025 - To HOUSE Committee on RULES AND REFERENCE."",""04/30/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""04/30/2025 - In HOUSE. To second reading. Read a second time."",""04/30/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H233&ciq=urn:user:PA195824351&client_md=c98efdae1fa580e901d707061a7ece85&mode=current_text"
"OH2025H264",2025,"OH","H264","Pending","Fischer","R",NA,2025-05-13,2025-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"[""05/13/2025 - INTRODUCED."",""05/13/2025 - To HOUSE Committee on RULES AND REFERENCE."",""05/14/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""05/14/2025 - In HOUSE. To second reading. Read a second time."",""05/14/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H264&ciq=urn:user:PA195824351&client_md=47a132171237568cdb037a46e6841505&mode=current_text"
"OH2025H320",2025,"OH","H320","Pending","Lear","R",NA,2025-06-03,2025-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""06/03/2025 - INTRODUCED."",""06/03/2025 - To HOUSE Committee on RULES AND REFERENCE."",""06/04/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""06/04/2025 - In HOUSE. To second reading. Read a second time."",""06/04/2025 - To HOUSE Committee on GOVERNMENT OVERSIGHT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H320&ciq=urn:user:PA195824351&client_md=189d7d7f42d616ac87d527b8f0cd149d&mode=current_text"
"OH2025H362",2025,"OH","H362","Pending","Miller J","D",NA,2025-06-12,2025-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""06/12/2025 - INTRODUCED."",""06/12/2025 - To HOUSE Committee on RULES AND REFERENCE."",""06/18/2025 - From HOUSE Committee on RULES AND REFERENCE: Recommended referral."",""06/18/2025 - In HOUSE. To second reading. Read a second time."",""06/18/2025 - To HOUSE Committee on GENERAL GOVERNMENT.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OH2025000H362&ciq=urn:user:PA195824351&client_md=003fff4f3e6bfd40b48617c4faa017df&mode=current_text"
"OK2025S6",2025,"OK","S6","Pending","Seifried","R",2024-12-05,2025-02-03,2025-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""12/05/2024 - PREFILED."",""02/03/2025 - INTRODUCED."",""02/04/2025 - To SENATE Committee on EDUCATION."",""02/11/2025 - From SENATE Committee on EDUCATION: Do pass."",""03/12/2025 - Passed SENATE. *****To HOUSE."",""04/01/2025 - To HOUSE Committee on ELECTIONS AND ETHICS."",""04/01/2025 - To HOUSE Committee on GOVERNMENT OVERSIGHT."",""04/09/2025 - From HOUSE Committee on ELECTIONS AND ETHICS: Do pass as substituted."",""04/16/2025 - From HOUSE Committee on GOVERNMENT OVERSIGHT: Do pass as substituted.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2025000S6&ciq=urn:user:PA195824351&client_md=190620c9adcdf9efb047e50dae2fb605&mode=current_text"
"OK2025S129",2025,"OK","S129","Pending","Kirt","D",2024-12-27,2025-02-03,2025-02-04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""12/27/2024 - PREFILED."",""02/03/2025 - INTRODUCED."",""02/04/2025 - To SENATE Committee on JUDICIARY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2025000S129&ciq=urn:user:PA195824351&client_md=bf72a5040ac4f7e3bc55f6aa88ed82c9&mode=current_text"
"OK2025S143",2025,"OK","S143","Pending","Kirt","D",2024-12-30,2025-02-03,2025-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""12/30/2024 - PREFILED."",""02/03/2025 - INTRODUCED."",""02/04/2025 - To SENATE Committee on JUDICIARY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2025000S143&ciq=urn:user:PA195824351&client_md=0442780e010a1f4f8f880d5d4ec8d49f&mode=current_text"
